,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
11365,2015,10499,Manual,45594,Diesel,125,60.1,2
17361,2014,6990,Manual,23356,Petrol,0,65.7,1
6687,2017,12800,Manual,22865,Diesel,30,64.2,1.5
6664,2020,20991,Manual,1381,Petrol,145,50.4,1
11723,2017,18799,Manual,33695,Diesel,125,56.5,2
17413,2018,14500,Automatic,22587,Petrol,145,51.4,1
4044,2018,11200,Manual,17138,Petrol,145,65.7,1
12888,2017,18000,Manual,20152,Petrol,150,43.5,1.5
8402,2018,11399,Manual,11740,Petrol,145,65.7,1
14691,2012,5499,Manual,59000,Petrol,145,47.9,1.6
12446,2016,10290,Manual,19373,Diesel,30,64.2,1.5
2012,2018,25998,Manual,13847,Petrol,145,58.9,1
14274,2016,10999,Automatic,54347,Diesel,125,57.7,2
12141,2016,13795,Manual,38000,Diesel,125,60.1,2
5805,2017,12046,Manual,23926,Diesel,30,64.2,1.5
1857,2017,9998,Manual,17227,Petrol,145,65.7,1
15171,2016,8650,Manual,27241,Petrol,20,62.8,1
6239,2019,19400,Manual,5753,Diesel,145,65.7,2
14398,2019,18699,Automatic,3588,Petrol,145,39.2,1.5
4545,2017,13950,Manual,24425,Diesel,145,64.2,1.5
15341,2017,20800,Automatic,27471,Diesel,150,48.7,2
9156,2017,15800,Manual,38571,Diesel,150,67.3,2
4617,2018,9850,Manual,5789,Petrol,145,64.2,1.1
6292,2015,7990,Manual,45323,Diesel,20,67.3,1.6
7367,2018,10999,Manual,11143,Petrol,145,65.7,1
4162,2016,9599,Manual,25625,Diesel,0,74.3,1.5
16736,2012,6399,Manual,39384,Diesel,20,70.6,1.6
15319,2017,15500,Manual,35936,Diesel,125,60.1,2
17406,2018,9600,Manual,34506,Petrol,145,65.7,1
4127,2017,9998,Manual,6997,Petrol,150,47.1,1.4
9469,2020,24500,Manual,384,Petrol,145,49.6,1
14414,2009,3990,Manual,53583,Diesel,20,67.3,1.4
14604,2013,7349,Automatic,9595,Petrol,160,44.1,1.6
7921,2013,6995,Manual,30200,Petrol,0,65.7,1
5602,2017,10447,Manual,10584,Petrol,145,62.8,1
16101,2011,4750,Manual,81000,Petrol,160,44.1,2
12256,2013,9270,Manual,31368,Petrol,145,47.9,1.6
16766,2016,10061,Manual,25544,Diesel,0,74.3,1.5
10339,2017,19910,Manual,17434,Petrol,145,41.5,2
2116,2016,9290,Manual,14004,Petrol,125,53.3,1
9002,2019,18500,Manual,4417,Petrol,145,60.1,1
11180,2018,19399,Manual,4883,Diesel,145,47.9,1.5
6174,2017,7295,Manual,22732,Petrol,125,54.3,1.2
171,2017,12498,Manual,9338,Petrol,145,60.1,1
16052,2017,10495,Automatic,34075,Petrol,150,44.8,1.5
7659,2018,9500,Manual,29173,Petrol,145,65.7,1
11545,2018,13790,Automatic,17643,Petrol,145,51.4,1
16791,2015,7500,Semi-Auto,32000,Petrol,0,57.7,1
10331,2019,12430,Manual,6555,Petrol,145,58.9,1
2314,2016,16500,Manual,31100,Diesel,150,54.3,2
16259,2018,15850,Manual,10334,Diesel,145,64.2,1.5
13005,2017,10899,Manual,10960,Petrol,150,52.3,1
7425,2018,10995,Manual,33313,Diesel,150,74.3,1.5
2421,2016,7998,Manual,30654,Petrol,0,65.7,1
13459,2017,21000,Semi-Auto,28167,Diesel,160,51.4,2
14264,2011,6499,Manual,48718,Petrol,200,40.9,1.6
11330,2014,8500,Manual,44654,Diesel,0,74.3,1.5
16935,2014,7000,Manual,33159,Diesel,30,61.4,1.6
8927,2019,16100,Manual,7539,Petrol,150,60.1,1
15811,2018,8788,Manual,33610,Petrol,145,64.2,1.1
7552,2017,10995,Manual,21263,Petrol,20,60.1,1
1227,2017,11750,Manual,8556,Petrol,145,60.1,1
10909,2019,15599,Manual,8001,Petrol,145,60.1,1
7473,2019,15810,Manual,11795,Diesel,145,74.3,1.5
6654,2018,16900,Manual,3736,Diesel,145,64.2,1.5
9498,2019,14300,Manual,6240,Petrol,145,55.4,1
3540,2018,16498,Manual,14779,Petrol,145,45.6,1.5
422,2019,13489,Semi-Auto,26799,Petrol,145,48.7,1
11957,2018,11000,Manual,9540,Petrol,145,65.7,1
10569,2015,9795,Semi-Auto,51250,Diesel,160,48.7,2
8613,2017,15300,Manual,24477,Diesel,125,60.1,2
13390,2016,9290,Manual,27583,Diesel,20,70.6,2
4977,2017,9500,Manual,26081,Petrol,145,62.8,1
5521,2019,12990,Manual,2555,Petrol,145,48.7,1.1
5478,2018,10490,Manual,11814,Petrol,145,65.7,1
3062,2017,7491,Manual,70629,Petrol,30,55.4,1
2842,2015,7900,Manual,27372,Petrol,0,65.7,1
15320,2017,15700,Manual,17326,Diesel,150,54.3,2
8911,2018,7995,Manual,7800,Petrol,150,57.7,1.2
2467,2018,13498,Manual,12726,Petrol,145,51.4,1.5
6085,2018,13499,Semi-Auto,36175,Diesel,145,58.9,1.5
6229,2019,19110,Automatic,3277,Diesel,145,51.4,2
5240,2019,14491,Manual,11325,Petrol,145,58.9,1
10661,2019,27000,Automatic,18457,Diesel,145,48.7,2
9229,2016,9640,Manual,24920,Diesel,0,74.3,1.5
8684,2018,12990,Manual,11785,Petrol,145,60.1,1
13661,2016,7980,Manual,42572,Petrol,0,65.7,1
16902,2012,6495,Automatic,79000,Petrol,155,44.1,1.6
415,2017,17498,Manual,13558,Petrol,200,41.5,2
3647,2015,6250,Manual,82446,Diesel,0,74.3,1.5
14893,2019,15999,Manual,4857,Petrol,145,60.1,1
16645,2016,9995,Manual,37774,Diesel,0,74.3,1.5
6163,2017,10499,Manual,16016,Diesel,0,74.3,1.5
16679,2017,12995,Manual,18000,Petrol,145,45.6,1.5
11532,2019,17499,Manual,8588,Petrol,145,60.1,1
14268,2019,17999,Automatic,3824,Diesel,145,64.2,2
5231,2020,20980,Manual,2165,Petrol,145,50.4,1
10794,2017,15999,Manual,19660,Diesel,145,60.1,2
2758,2017,10990,Manual,18487,Petrol,145,65.7,1
16446,2015,6475,Manual,80000,Diesel,0,74.3,1.5
7521,2017,9998,Manual,8346,Petrol,150,47.1,1.4
5395,2019,15995,Manual,16697,Diesel,145,54.3,1.5
1676,2018,13080,Manual,17946,Petrol,145,54.3,1
4651,2017,10450,Manual,15267,Petrol,145,60.1,1
4398,2016,9970,Manual,54719,Diesel,0,78.5,1.5
3487,2018,8037,Manual,4101,Petrol,145,57.7,1.2
2470,2019,20498,Automatic,9987,Diesel,145,74.3,1.5
14463,2014,6940,Manual,32000,Petrol,0,65.7,1
5237,2019,14340,Manual,4122,Petrol,145,58.9,1
11852,2019,19895,Automatic,11498,Petrol,145,31,1.5
17577,2014,5700,Automatic,59595,Petrol,165,44.1,1.6
9868,2020,19995,Manual,1732,Petrol,145,55.4,1
11569,2017,11499,Semi-Auto,19145,Petrol,0,57.7,1
14713,2020,22998,Manual,1000,Petrol,150,49.6,1
5387,2019,17520,Manual,8459,Petrol,145,60.1,1
11098,2016,27925,Manual,11600,Petrol,580,20.9,5
7226,2013,6080,Manual,50083,Petrol,0,65.7,1
12133,2018,9500,Manual,17066,Petrol,145,64.2,1.1
17384,2019,12000,Manual,5517,Petrol,145,48.7,1.1
16906,2007,1200,Manual,110000,Diesel,200,47.9,2
14663,2017,11389,Manual,36608,Diesel,145,74.3,1.5
3898,2017,10690,Manual,6321,Petrol,145,61.4,1
16530,2017,12299,Manual,17896,Diesel,145,74.3,1.5
17774,2017,10499,Manual,16176,Petrol,30,55.4,1
7755,2017,8500,Manual,9700,Petrol,125,54.3,1.2
8880,2016,9980,Manual,29122,Petrol,150,47.9,1.6
5031,2018,9998,Manual,27533,Diesel,145,85.6,1.5
1839,2017,15500,Manual,12138,Diesel,145,60.1,2
5388,2019,17520,Manual,4487,Petrol,145,60.1,1
3401,2017,11880,Manual,30345,Diesel,150,70.6,2
13858,2017,8980,Manual,13395,Petrol,145,55.4,1
11656,2018,13699,Manual,14173,Petrol,145,58.9,1
1890,2016,9700,Manual,8854,Petrol,125,54.3,1.2
1244,2017,10498,Manual,17650,Petrol,145,61.4,1
1858,2015,8998,Manual,49105,Diesel,0,74.3,1.5
14336,2018,17923,Manual,19908,Diesel,145,60.1,2
17490,2018,10500,Manual,33760,Petrol,145,65.7,1
14461,2017,9640,Manual,16697,Diesel,0,78.5,1.5
269,2017,13998,Semi-Auto,4735,Petrol,125,51.4,1
14826,2017,11499,Manual,18386,Petrol,30,55.4,1
477,2018,18498,Manual,21167,Diesel,145,67.3,2
15004,2017,18999,Manual,22017,Diesel,160,48.7,2
17074,2016,8790,Manual,17400,Petrol,0,65.7,1
2860,2018,11000,Manual,22140,Petrol,145,56.5,1
17001,2017,12450,Manual,10546,Petrol,145,54.3,1
6696,2015,6191,Manual,61312,Diesel,30,61.4,1.6
8784,2016,8750,Manual,39556,Petrol,20,60.1,1
11619,2018,16499,Manual,6324,Diesel,145,74.3,1.5
17677,2018,11600,Manual,26119,Petrol,150,62.8,1
4670,2017,9550,Manual,7314,Petrol,145,64.2,1.1
8583,2018,10370,Manual,21572,Petrol,145,56.5,1
5376,2014,7710,Manual,37586,Petrol,0,65.7,1
16629,2017,11399,Automatic,20928,Petrol,125,51.4,1
7219,2016,10590,Automatic,50438,Diesel,125,58.9,2
10360,2016,12383,Manual,19029,Petrol,30,55.4,1
10062,2019,15625,Semi-Auto,6797,Petrol,150,45.6,1
2060,2019,14795,Semi-Auto,33542,Diesel,150,45.6,2
12334,2017,20495,Semi-Auto,34270,Diesel,145,47.9,2
13702,2016,8000,Manual,32200,Petrol,0,65.7,1
12937,2019,19495,Manual,25,Diesel,145,65.7,2
7039,2016,8599,Manual,40421,Petrol,20,60.1,1
6326,2019,16295,Manual,7412,Petrol,145,58.9,1
13057,2019,15790,Manual,2159,Petrol,145,55.4,1
12894,2015,9000,Manual,13325,Petrol,30,54.3,1.2
5423,2017,8191,Manual,12280,Petrol,150,54.3,1.2
7126,2016,7830,Manual,21478,Petrol,125,54.3,1.2
14412,2017,9899,Manual,22385,Petrol,145,65.7,1
17600,2014,9250,Manual,29199,Petrol,160,44.1,1.6
8326,2017,17995,Manual,33650,Diesel,235,44.1,2
5707,2019,13140,Manual,1825,Petrol,145,48.7,1.1
3436,2017,12695,Manual,16762,Petrol,145,47.9,1.6
16611,2013,7899,Automatic,81514,Diesel,200,47.1,2
11489,2016,10399,Manual,6782,Petrol,0,65.7,1
15134,2016,9800,Manual,22824,Diesel,30,64.2,1.5
308,2016,16998,Manual,17589,Petrol,200,41.5,2
6268,2016,13995,Manual,32000,Diesel,20,67.3,2
539,2016,7998,Manual,21456,Petrol,125,54.3,1.2
16822,2012,4999,Manual,41798,Petrol,150,48.7,1.4
5695,2017,8291,Manual,10521,Petrol,145,57.7,1.2
12061,2017,11990,Manual,25994,Petrol,150,45.6,1.5
11627,2017,19290,Manual,12989,Petrol,145,41.5,2
7157,2018,7995,Manual,12679,Petrol,145,57.7,1.2
380,2015,7485,Manual,11092,Petrol,125,54.3,1.2
4470,2018,12650,Manual,18442,Petrol,145,57.7,1
14376,2013,6143,Manual,40428,Petrol,20,58.9,1
3144,2017,8495,Manual,7000,Petrol,150,57.7,1.2
14944,2015,5999,Manual,41886,Petrol,30,54.3,1.2
1210,2019,16998,Automatic,6641,Diesel,145,64.2,2
17115,2018,13450,Automatic,15267,Diesel,145,64.2,2
1479,2019,21350,Automatic,2314,Petrol,145,39.2,1.5
16442,2015,9495,Manual,13000,Petrol,20,62.8,1
13480,2011,2995,Manual,94000,Diesel,20,68.9,1.4
5770,2019,21400,Manual,5609,Diesel,145,35.3,2
14885,2017,9078,Automatic,16813,Petrol,0,57.7,1
4803,2018,13995,Manual,7016,Petrol,150,53.3,1
7444,2018,12895,Manual,6446,Petrol,145,57.7,1
8289,2019,18999,Manual,9300,Diesel,145,38.2,2
5118,2015,5971,Manual,42344,Petrol,125,54.3,1.2
9177,2018,11495,Manual,14850,Petrol,145,65.7,1
14625,2018,10999,Manual,31620,Diesel,145,58.9,1.5
6933,2016,8495,Manual,12345,Diesel,30,64.2,1.5
1690,2018,7991,Manual,13000,Petrol,150,57.7,1.2
14460,2012,5270,Manual,87611,Petrol,200,42.8,1.6
13767,2016,19419,Automatic,20028,Diesel,160,48.7,2
10563,2019,22979,Manual,8199,Petrol,145,33.6,1.5
3377,2017,11491,Manual,11045,Petrol,150,60.1,1
231,2020,34498,Semi-Auto,4623,Diesel,145,43.5,2
14077,2018,12990,Manual,11000,Diesel,145,58.9,1.5
14505,2015,7792,Manual,100000,Diesel,20,68.9,2
3639,2019,13790,Manual,4571,Petrol,145,58.9,1
8869,2019,14995,Manual,6330,Petrol,145,60.1,1
14851,2013,6500,Manual,43181,Petrol,0,65.7,1
17498,2018,8700,Manual,29308,Petrol,150,65.7,1
2682,2015,7410,Manual,53593,Diesel,0,78.5,1.5
9536,2018,18000,Semi-Auto,7276,Diesel,145,58.9,1.5
376,2018,10399,Manual,7200,Petrol,145,65.7,1
14968,2015,9400,Manual,48153,Diesel,0,74.3,1.5
14523,2016,7793,Manual,106000,Diesel,20,70.6,2
4237,2019,14698,Manual,17640,Petrol,150,58.9,1
12472,2019,28300,Semi-Auto,4311,Diesel,145,54.3,2
35,2018,15287,Semi-Auto,33149,Diesel,145,58.9,1.5
7082,2015,13991,Manual,33542,Diesel,150,54.3,2
8419,2017,10250,Manual,26766,Petrol,0,65.7,1
10678,2018,7600,Manual,22199,Petrol,145,57.7,1.2
6342,2015,5995,Manual,8335,Petrol,30,57.7,1.2
17698,2014,6695,Manual,65000,Diesel,20,67.3,1.6
2534,2017,10478,Manual,30069,Diesel,150,64.2,1.5
2167,2017,9995,Manual,27755,Petrol,20,62.8,1
11750,2019,18250,Manual,4365,Petrol,145,47.9,1
13802,2017,20995,Automatic,13260,Diesel,160,48.7,2
15779,2016,8800,Manual,27692,Petrol,125,53.3,1
12702,2020,16300,Manual,765,Petrol,145,56.5,1
16403,2015,7499,Manual,59020,Diesel,20,67.3,1.6
17100,2016,12990,Automatic,50914,Diesel,150,52.3,2
89,2019,13498,Manual,15822,Petrol,145,58.9,1
14548,2016,8240,Manual,25388,Diesel,0,78.5,1.5
15291,2015,11400,Manual,33962,Diesel,125,60.1,2
2766,2018,14591,Manual,37880,Petrol,145,60.1,1
12058,2019,14990,Manual,1637,Petrol,145,56.5,1
9134,2019,17500,Manual,7775,Petrol,150,40.3,1.5
1598,2018,10991,Manual,14000,Petrol,145,60.1,1
7880,2017,10120,Manual,8224,Petrol,145,65.7,1
14013,2015,8990,Manual,50000,Diesel,125,60.1,2
7162,2017,9495,Manual,19288,Petrol,125,54.3,1.2
2794,2017,8000,Manual,13369,Petrol,125,54.3,1.2
4946,2014,7800,Manual,30500,Diesel,20,67.3,1.6
6099,2018,13499,Manual,16085,Petrol,145,54.3,1
4933,2018,13498,Manual,15012,Petrol,150,57.7,1
2914,2019,19090,Manual,2480,Petrol,145,60.1,1
2221,2018,15990,Manual,15292,Petrol,150,40.3,1.5
1912,2015,9895,Manual,49449,Diesel,125,60.1,2
4763,2017,10481,Manual,23065,Petrol,145,65.7,1
8076,2018,10700,Manual,27733,Petrol,145,60.1,1
6581,2016,9282,Manual,18990,Petrol,125,52.3,1
12691,2019,15700,Manual,5300,Petrol,145,49.6,1
6705,2016,7441,Manual,31363,Petrol,0,65.7,1
16104,2012,5995,Manual,49000,Petrol,160,42.8,1.6
12981,2019,18500,Automatic,9662,Diesel,145,74.3,1.5
17586,2014,7000,Manual,27500,Petrol,30,54.3,1.2
1660,2019,14240,Manual,7429,Petrol,145,60.1,1
4632,2016,9498,Manual,14853,Diesel,0,74.4,1.5
2926,2017,8250,Manual,31956,Petrol,0,65.7,1
3594,2019,17270,Manual,5250,Petrol,145,60.1,1
12091,2018,14990,Automatic,15350,Diesel,145,67.3,1.5
2072,2015,8998,Manual,10172,Petrol,20,60.1,1
2530,2017,10500,Manual,31350,Diesel,145,74.3,1.5
2337,2018,12377,Manual,30335,Petrol,145,65.7,1
136,2013,8295,Manual,34783,Diesel,30,61.4,1.6
9491,2018,12450,Manual,17600,Petrol,145,61.4,1
13037,2019,13995,Manual,4533,Petrol,145,56.5,1
1208,2016,7498,Manual,25123,Petrol,125,54.3,1.2
161,2019,18995,Manual,2291,Petrol,145,52.3,1
11878,2019,16500,Manual,3088,Diesel,145,74.3,1.5
12572,2016,9000,Manual,12005,Petrol,0,65.7,1
12366,2018,10800,Manual,20465,Petrol,145,65.7,1
9353,2019,14995,Manual,15,Petrol,150,58.9,1
9343,2019,15995,Manual,4000,Petrol,145,55.4,1
15804,2017,9489,Manual,37566,Petrol,0,65.7,1
13134,2019,36000,Automatic,4921,Diesel,145,37.2,2
9690,2016,12600,Manual,21866,Diesel,145,54.3,2
7354,2016,13699,Manual,22914,Petrol,145,47.9,1.5
1508,2017,8900,Manual,19937,Petrol,145,64.2,1.1
12047,2017,7990,Manual,12194,Petrol,145,57.7,1.2
9775,2019,13900,Manual,11805,Petrol,145,55.4,1
13791,2016,5400,Manual,56675,Petrol,125,54.3,1.2
1255,2016,9698,Manual,29714,Diesel,0,78.5,1.5
16584,2016,8299,Manual,17795,Petrol,125,54.3,1.2
8886,2015,6999,Manual,60063,Petrol,20,62.8,1
5907,2018,18090,Manual,19055,Petrol,145,41.5,2
3363,2018,10750,Manual,31000,Diesel,150,88.3,1.5
2367,2018,10050,Manual,14830,Petrol,145,64.2,1.1
5417,2017,12380,Automatic,24111,Petrol,145,46.3,1.5
13253,2018,12500,Manual,8816,Petrol,150,56.5,1
6637,2014,6580,Manual,23520,Petrol,0,65.7,1
5495,2018,11000,Manual,10822,Petrol,145,60.1,1
7682,2017,11000,Manual,33274,Diesel,145,74.3,1.5
7662,2016,12500,Manual,6449,Petrol,30,55.4,1
1027,2017,13998,Manual,21511,Diesel,150,64.2,1.5
14978,2019,16998,Manual,5568,Petrol,145,60.1,1
6814,2017,16491,Manual,28744,Petrol,145,43.5,1.5
8363,2017,9599,Manual,15000,Petrol,145,65.7,1
6259,2018,12680,Manual,4031,Diesel,145,68.9,1.5
11640,2017,12999,Semi-Auto,16943,Petrol,125,51.4,1
7789,2015,6800,Manual,34779,Petrol,0,65.7,1
2079,2019,15000,Manual,5901,Petrol,145,53.3,1
3135,2018,17500,Manual,17280,Diesel,145,67.3,2
15488,2015,9000,Automatic,33161,Petrol,160,44.8,1.5
16592,2015,7499,Manual,31737,Petrol,0,65.7,1
13281,2018,11550,Manual,18243,Petrol,150,65.7,1
8434,2017,19600,Manual,19027,Diesel,145,48.7,2
13811,2011,5499,Manual,35088,Petrol,145,48.7,1.4
10236,2018,18689,Manual,14277,Diesel,145,67.3,2
3503,2018,11967,Manual,7076,Petrol,145,58.9,1
3006,2016,15000,Automatic,16242,Petrol,235,38.2,1.5
15382,2016,10489,Manual,24121,Petrol,20,61.4,1
17202,2018,11494,Automatic,32486,Petrol,145,54.3,1
12719,2019,14499,Manual,7800,Petrol,145,58.9,1
9325,2017,13500,Semi-Auto,8863,Petrol,125,51.4,1
16744,2017,8959,Manual,8758,Petrol,125,54.3,1.2
465,2019,16250,Manual,2951,Petrol,150,52.3,1
16368,2019,17250,Manual,13200,Petrol,150,40.3,1.5
1845,2019,16000,Manual,3132,Diesel,145,80.7,1.5
3465,2014,6340,Manual,66695,Petrol,30,54.3,1.2
17273,2018,15495,Manual,14298,Petrol,145,58.9,1
14643,2016,9709,Manual,45690,Diesel,30,64.2,1.5
7665,2018,11500,Manual,16385,Petrol,145,65.7,1
6401,2016,14450,Automatic,36875,Petrol,240,38.7,2
13875,2016,9477,Manual,65000,Diesel,0,78.5,1.5
12557,2019,17500,Semi-Auto,1808,Petrol,145,44.1,1
1181,2019,15470,Manual,8724,Petrol,145,60.1,1
13420,2017,10500,Manual,16200,Petrol,150,60.1,1
10754,2016,17750,Manual,34980,Diesel,125,56.5,2
6024,2018,11490,Manual,30600,Petrol,150,65.7,1
14993,2019,14999,Automatic,1519,Petrol,150,48.7,1
10581,2017,9150,Manual,32023,Petrol,145,65.7,1
13437,2018,13290,Manual,15000,Petrol,145,54.3,1
16771,2016,9749,Manual,16283,Petrol,0,65.7,1
9077,2016,9895,Semi-Auto,29985,Petrol,160,44.8,1.5
363,2017,10998,Manual,28001,Petrol,145,60.1,1
2087,2019,18300,Manual,9033,Diesel,150,54.3,1.5
1191,2016,16700,Manual,11968,Petrol,200,41.5,2
10429,2016,9427,Manual,35577,Diesel,20,68.9,1.5
6096,2019,18499,Manual,9502,Diesel,145,38.2,2
618,2016,9690,Manual,46176,Diesel,0,74.3,1.5
243,2017,9998,Manual,10721,Petrol,145,65.7,1
14198,2017,13395,Manual,13338,Petrol,145,57.7,1
9123,2018,14495,Manual,18406,Diesel,145,80.7,1.5
17950,2018,16500,Manual,33646,Diesel,145,60.1,2
13084,2018,14200,Manual,25059,Petrol,145,40.3,1.5
3292,2017,9998,Manual,23259,Petrol,145,53.3,1
12929,2018,11600,Manual,5774,Petrol,150,65.7,1
1336,2018,12460,Semi-Auto,5759,Petrol,145,54.3,1
10615,2020,33979,Manual,613,Petrol,145,31.4,2.3
10908,2016,17199,Semi-Auto,25329,Diesel,125,52.3,2
7753,2016,14050,Manual,19097,Diesel,20,67.3,2
14250,2016,8999,Manual,8629,Diesel,0,74.4,1.5
11995,2018,15000,Manual,3973,Petrol,145,60.1,1
9344,2017,13995,Manual,30000,Diesel,150,60.1,2
17679,2011,5925,Manual,46054,Petrol,145,47.9,1.6
15496,2018,21500,Manual,11704,Diesel,145,55.4,2
7113,2016,9780,Manual,41151,Diesel,0,74.3,1.5
16894,2014,4689,Manual,51534,Petrol,30,57.7,1.2
8428,2018,9523,Manual,20827,Petrol,145,64.2,1.1
8090,2015,13800,Manual,37344,Diesel,20,67.3,2
6483,2016,10000,Manual,37000,Diesel,20,68.9,1.5
10835,2019,13399,Manual,9168,Diesel,145,67.3,1.5
8599,2017,15300,Manual,27256,Diesel,125,60.1,2
5369,2016,9000,Manual,34475,Diesel,0,74.3,1.5
12879,2018,23000,Automatic,5352,Diesel,145,53.3,2
13848,2014,5888,Manual,45091,Petrol,30,55.4,1
5688,2019,16160,Automatic,11214,Petrol,145,51.4,1
8129,2018,13995,Manual,28655,Diesel,145,88.3,1.5
6812,2018,18999,Manual,10700,Diesel,145,64.2,1.5
16814,2016,8759,Manual,75374,Diesel,20,68.9,2
4124,2017,10500,Manual,14552,Petrol,145,47.1,1.4
3394,2017,8311,Manual,9586,Petrol,145,57.7,1.2
7991,2015,12300,Manual,40264,Diesel,125,60.1,2
11873,2019,19500,Manual,3196,Petrol,145,35.3,1.5
14684,2016,10185,Automatic,53717,Diesel,30,64.2,2
2407,2017,9998,Manual,28534,Diesel,0,74.3,1.5
9263,2019,20000,Manual,470,Petrol,145,51.4,1
15013,2019,10499,Manual,308,Petrol,145,47.9,1.2
5884,2015,6470,Manual,30762,Petrol,125,54.3,1.2
344,2017,13489,Manual,34805,Diesel,145,54.3,2
13273,2020,23890,Manual,3325,Petrol,145,40.3,1.5
4806,2017,10495,Manual,13142,Petrol,145,55.4,1
17632,2018,7400,Manual,17578,Petrol,145,57.7,1.2
4712,2017,17925,Semi-Auto,14726,Diesel,145,54.3,2
12090,2018,14790,Manual,15750,Petrol,145,58.9,1
17417,2015,5500,Manual,34000,Petrol,125,54.3,1.2
14804,2017,13499,Manual,24234,Diesel,150,64.2,1.5
13048,2017,10195,Manual,12632,Petrol,0,65.7,1
9424,2018,13995,Manual,13520,Petrol,150,57.7,1
4917,2016,14500,Automatic,18460,Diesel,125,56.6,1.5
945,2017,9750,Manual,9576,Petrol,145,64.2,1.1
5806,2017,6990,Manual,19653,Petrol,145,57.7,1.2
1268,2019,16491,Automatic,18512,Diesel,145,74.3,1.5
3761,2015,9495,Manual,20018,Petrol,20,60.1,1
12662,2018,7950,Manual,8056,Petrol,145,57.7,1.2
6874,2017,9200,Manual,16136,Petrol,0,65.7,1
6083,2016,9250,Manual,41020,Diesel,0,74.3,1.5
9957,2018,11450,Manual,19280,Petrol,145,56.5,1
2972,2013,6890,Manual,14602,Petrol,30,54.3,1.2
5368,2016,10700,Automatic,25259,Petrol,125,51.4,1
870,2017,7998,Manual,6276,Petrol,145,57.7,1.2
1463,2015,6475,Manual,42716,Petrol,0,65.7,1
2146,2015,8200,Manual,23420,Petrol,125,53.3,1
410,2016,9998,Manual,26138,Diesel,20,68.9,1.5
208,2016,9998,Manual,26399,Diesel,0,74.3,1.5
10972,2018,11500,Manual,7790,Petrol,145,65.7,1
7398,2017,10997,Manual,26828,Petrol,145,60.1,1
6742,2017,13200,Manual,39494,Diesel,30,64.2,1.5
4318,2015,6490,Manual,26822,Petrol,125,54.3,1.2
5669,2017,8995,Manual,26749,Petrol,145,65.7,1
9681,2013,6995,Manual,21834,Petrol,0,65.7,1
11547,2019,16299,Semi-Auto,7569,Petrol,145,48.7,1
7816,2016,10400,Manual,23512,Diesel,30,64.2,2
17012,2017,7695,Manual,36440,Diesel,0,78.5,1.5
4337,2017,10170,Manual,10485,Petrol,145,65.7,1
4223,2014,7700,Manual,28652,Petrol,0,65.7,1
7131,2018,13995,Manual,12197,Petrol,145,57.7,1
12806,2018,12250,Manual,9881,Petrol,145,65.7,1
9456,2017,12500,Manual,4798,Petrol,145,65.7,1
1531,2017,9200,Manual,17199,Petrol,0,65.7,1
12807,2018,13800,Semi-Auto,7325,Petrol,145,54.3,1
10031,2019,14995,Manual,7166,Petrol,145,56.5,1
1318,2018,14891,Manual,14115,Diesel,145,74.3,1.5
11679,2019,14599,Manual,7036,Petrol,145,58.9,1
4680,2017,9750,Manual,17796,Petrol,145,65.7,1
6185,2018,14999,Manual,9795,Petrol,145,58.9,1
10111,2019,12495,Manual,5502,Petrol,150,58.9,1
3697,2018,10990,Manual,12493,Petrol,145,58.9,1
761,2015,7498,Manual,55312,Diesel,20,67.3,1.6
14021,2017,10990,Manual,22000,Petrol,145,60.1,1
4647,2018,13897,Manual,9174,Petrol,145,57.7,1
17489,2018,10500,Manual,29740,Petrol,145,65.7,1
7786,2016,8698,Manual,20287,Petrol,0,65.7,1
1726,2017,17500,Manual,21752,Petrol,145,41.5,2
17006,2017,8950,Manual,19910,Petrol,125,54.3,1.2
2906,2017,17547,Manual,12675,Petrol,145,41.5,2
74,2014,6360,Manual,48653,Petrol,0,65.7,1
4286,2019,13990,Manual,15178,Petrol,145,60.1,1
16539,2018,13199,Manual,21622,Petrol,145,57.7,1
17534,2015,7999,Manual,64000,Diesel,30,64.2,1.5
12596,2013,5000,Manual,53161,Petrol,150,47.1,1.4
7071,2017,10701,Manual,20100,Petrol,0,65.7,1
8276,2019,18999,Manual,4000,Petrol,145,60.1,1
3585,2018,13990,Manual,9500,Petrol,145,57.7,1
7958,2019,14590,Manual,3273,Petrol,145,60.1,1
10606,2018,12500,Manual,4583,Petrol,150,65.7,1
2226,2018,13250,Manual,13090,Petrol,150,57.7,1
1946,2016,9690,Manual,27708,Petrol,20,60.1,1
13469,2009,3695,Manual,62000,Petrol,145,49.6,1.2
6951,2018,13995,Manual,12521,Petrol,145,57.7,1
4249,2018,16601,Semi-Auto,22508,Diesel,150,54.3,2
17,2019,17999,Manual,10428,Diesel,145,38.2,2
12390,2019,20000,Manual,6000,Petrol,145,35.3,1.5
9299,2018,9700,Manual,20800,Petrol,145,58.9,1
7413,2017,10495,Manual,38633,Diesel,0,78.5,1.5
14903,2015,6000,Manual,49450,Diesel,0,76.4,1.5
6044,2016,10291,Semi-Auto,21156,Petrol,125,51.4,1
10133,2018,13799,Manual,12642,Petrol,145,54.3,1
9978,2016,15800,Manual,29246,Diesel,125,56.5,2
13985,2015,6250,Manual,111000,Diesel,0,74.3,1.5
16520,2009,3895,Manual,65000,Petrol,150,47.9,1.6
