"","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","T_price"
"741",2013,4998,"Manual",54323,"Petrol",30,54.3,1.2,22.4618161099426
"2992",2018,13500,"Manual",10111,"Petrol",145,57.7,1,28.4993791331143
"12468",2019,13000,"Manual",5728,"Petrol",145,56.5,1,28.2474755104875
"205",2016,7998,"Manual",16070,"Petrol",125,54.3,1.2,25.1693729877646
"3586",2019,18490,"Manual",18694,"Diesel",145,39.2,2,30.6744582416883
"14852",2016,8500,"Manual",37695,"Diesel",0,74.3,1.5,25.5389280996054
"11271",2017,13899,"Manual",33606,"Diesel",125,60.1,2,28.6950973400381
"9923",2017,14795,"Manual",20409,"Petrol",145,45.6,1.5,29.118741089993
"6054",2017,17980,"Manual",16270,"Diesel",145,56.5,2,30.4754523443647
"11807",2018,18795,"Manual",14076,"Petrol",145,41.5,2,30.7913821955391
"1010",2017,11498,"Manual",15378,"Petrol",20,61.4,1,27.4410173480916
"14360",2014,6499,"Manual",30876,"Diesel",0,76.4,1.5,23.9427179064492
"16321",2014,5895,"Manual",59306,"Petrol",30,56.5,1,23.3835534920044
"7337",2013,5999,"Manual",46332,"Petrol",0,65.7,1,23.4830030730268
"1820",2017,8000,"Manual",25219,"Petrol",145,54.3,1.2,25.1708816827258
"9130",2014,6990,"Manual",35000,"Petrol",0,65.7,1,24.3673960029291
"6897",2017,8100,"Manual",9777,"Petrol",145,57.7,1.2,25.245934554915
"15554",2014,7400,"Manual",38676,"Petrol",30,55.4,1,24.7040965796765
"3454",2017,8850,"Manual",13125,"Petrol",125,54.3,1.2,25.7863823289859
"8570",2017,9230,"Manual",4218,"Petrol",125,54.3,1.2,26.0463353709246
"3600",2015,9614,"Manual",60904,"Diesel",205,47.9,2,26.3004677688109
"9208",2016,9994,"Manual",1599,"Petrol",20,62.8,1,26.544080571037
"7609",2013,5281,"Manual",63785,"Diesel",20,70.6,1.6,22.7659947900681
"16180",2019,14795,"Manual",2159,"Petrol",145,58.9,1,29.118741089993
"8699",2018,11500,"Manual",2729,"Petrol",145,58.9,1,27.4421458490631
"13184",2019,26200,"Manual",10223,"Diesel",145,50.4,2,33.2498963469012
"14766",2019,17999,"Manual",17984,"Diesel",150,62.8,2,30.4829467700213
"11556",2017,9399,"Manual",18401,"Petrol",145,65.7,1,26.1592025434055
"849",2017,11998,"Semi-Auto",18978,"Diesel",0,74.3,1.5,27.7183787753614
"194",2019,14698,"Manual",7872,"Petrol",145,58.9,1,29.0738849707491
"9071",2017,11295,"Manual",15612,"Petrol",145,60.1,1,27.3256488842298
"6479",2017,15000,"Manual",41100,"Diesel",125,60.1,2,29.2127714459316
"9771",2019,17600,"Automatic",2014,"Petrol",145,45.6,1,30.3242165026179
"526",2019,18450,"Automatic",14464,"Diesel",145,54.3,1.5,30.6590097317287
"17928",2018,14000,"Manual",8724,"Diesel",145,74.3,1.5,28.7439261147976
"7619",2016,7841,"Manual",30200,"Petrol",0,65.7,1,25.0499874601096
"13302",2019,25700,"Manual",4500,"Petrol",145,34.5,2.3,33.1027769998148
"9307",2019,20995,"Manual",12000,"Diesel",145,39.2,2,31.5925925674981
"2866",2019,15450,"Manual",5000,"Diesel",145,58.9,1.5,29.4156281844128
"5993",2018,10990,"Manual",19242,"Petrol",145,65.7,1,27.1491535411878
"12881",2018,14550,"Manual",4236,"Petrol",145,53.3,1,29.0049862050729
"10616",2018,10679,"Manual",21085,"Petrol",145,65.7,1,26.9651039902964
"6080",2016,8999,"Manual",17870,"Petrol",20,62.8,1,25.8893560524704
"4266",2013,5902,"Manual",57890,"Diesel",20,67.3,1.6,23.390291085576
"9601",2019,19995,"Manual",9172,"Petrol",145,60.1,1,31.2371710535035
"57",2017,18495,"Automatic",39605,"Diesel",145,54.3,2,30.6763874250352
"12927",2014,7360,"Manual",46059,"Petrol",0,65.7,1,24.6719143842794
"13695",2016,10980,"Manual",27125,"Petrol",30,57.7,1,27.143300791202
"11049",2016,15498,"Semi-Auto",34000,"Diesel",145,52.3,2,29.4369861269682
"7298",2016,6490,"Manual",18000,"Petrol",30,57.7,1.2,23.9346973226153
"12946",2017,11495,"Semi-Auto",22500,"Diesel",30,58.9,1.5,27.4393243021558
"4475",2017,7950,"Manual",17437,"Petrol",125,54.3,1.2,25.1330734414979
"4236",2017,11298,"Manual",18492,"Diesel",20,68.9,1.5,27.3273658677676
"16039",2017,9795,"Manual",42469,"Petrol",145,64.2,1.5,26.4174470930583
"61",2018,16495,"Manual",29428,"Diesel",145,54.3,1.5,29.8690783450458
"12827",2016,15300,"Semi-Auto",57829,"Diesel",145,52.3,2,29.3485406795571
"11203",2017,17199,"Manual",32942,"Diesel",125,56.5,2,30.1617631048681
"7577",2017,9270,"Manual",11589,"Petrol",0,65.7,1,26.0731979119897
"4244",2018,8750,"Manual",8355,"Petrol",145,57.7,1.2,25.7164919770787
"1102",2020,15980,"Manual",2489,"Petrol",150,55.4,1,29.6485735118107
"10180",2016,10495,"Manual",10495,"Diesel",20,68.9,1.5,26.8541846280856
"9945",2017,17475,"Manual",24550,"Diesel",20,67.3,2,30.2738969015267
"5900",2017,9421,"Manual",23384,"Diesel",150,68.9,1.5,26.1737756158726
"15268",2017,10300,"Manual",51186,"Petrol",125,51.4,1.5,26.7349230274606
"17419",2020,14000,"Manual",13,"Petrol",150,55.4,1,28.7439261147976
"17280",2013,6995,"Automatic",39000,"Petrol",145,47.9,1.6,24.3715961455498
"12950",2019,17350,"Manual",11157,"Petrol",145,49.6,1,30.2232885195698
"13577",2019,22750,"Automatic",6000,"Diesel",145,53.3,2,32.1848714574281
"11411",2017,10995,"Manual",12792,"Petrol",150,65.7,1,27.152078318669
"3059",2017,7643,"Manual",8895,"Petrol",30,57.7,1.2,24.8966671456374
"3712",2018,9987,"Manual",3736,"Petrol",145,64.2,1.1,26.5396605099298
"615",2016,9698,"Manual",19256,"Petrol",0,65.7,1,26.3549736609386
"3384",2016,12157,"Automatic",45228,"Diesel",125,56.6,1.5,27.8046408708166
"1189",2019,13000,"Manual",11233,"Petrol",145,60.1,1,28.2474755104875
"17071",2010,5295,"Manual",64572,"Petrol",265,37.7,1,22.7807008069823
"16097",2013,6250,"Automatic",25000,"Petrol",160,44.1,1.6,23.7174588749259
"6388",2019,21200,"Manual",5596,"Petrol",145,35.3,1.5,31.663774786913
"16026",2017,8899,"Manual",16491,"Petrol",145,56.5,1,25.8203982127987
"10223",2017,8495,"Manual",8887,"Petrol",145,57.7,1.2,25.5353344388682
"777",2019,13798,"Manual",9847,"Petrol",145,58.9,1,28.6459838754391
"1038",2016,15495,"Automatic",72189,"Diesel",125,56.5,2,29.4356528070738
"545",2017,10698,"Manual",21041,"Diesel",0,78.5,1.5,26.9764703206423
"330",2018,10498,"Manual",59498,"Diesel",145,68.9,1.5,26.8560055262108
"9477",2018,18800,"Manual",5087,"Petrol",150,41.5,2,30.793286296321
"9350",2013,5995,"Manual",66936,"Diesel",30,62.8,1.6,23.4792036927505
"1774",2019,19998,"Manual",4234,"Petrol",150,39.2,1.5,31.2382583752282
"3275",2019,14791,"Manual",7716,"Petrol",145,54.3,1,29.1168960109016
"331",2015,10998,"Manual",17367,"Diesel",125,60.1,2,27.1538326744561
"17796",2016,13500,"Manual",32196,"Petrol",160,45.6,1.5,28.4993791331143
"5800",2019,11700,"Manual",16862,"Petrol",145,60.1,1,27.5542111987305
"13260",2017,10000,"Manual",24415,"Petrol",150,52.3,1,26.5478672240097
"10737",2019,40495,"Automatic",2000,"Petrol",145,22.1,5,36.7301825928211
"12393",2019,17000,"Manual",14000,"Petrol",145,60.1,1,30.0800164713895
"17499",2018,8900,"Manual",53503,"Petrol",150,65.7,1,25.8210908527125
"1083",2016,9790,"Manual",34006,"Diesel",0,74.3,1.5,26.4142389395049
"8446",2017,14719,"Manual",22212,"Diesel",145,60.1,2,29.0836161313471
"2297",2014,11990,"Semi-Auto",37800,"Diesel",200,45.6,2,27.714014433488
"2920",2019,15660,"Manual",8387,"Diesel",145,80.7,1.5,29.5086806814554
"1171",2017,10650,"Manual",16946,"Petrol",150,60.1,1,26.9477241495865
"12980",2019,26950,"Manual",2815,"Diesel",145,55.4,2,33.466419030436
"11497",2019,16299,"Manual",13592,"Petrol",145,60.1,1,29.7858160692353
"2750",2017,8500,"Manual",45345,"Petrol",145,65.7,1,25.5389280996054
"10839",2018,13599,"Manual",6792,"Petrol",145,65.7,1,28.5483680649681
"10732",2019,19320,"Automatic",15052,"Diesel",150,64.2,2,30.9891366785085
"11409",2018,15495,"Manual",16055,"Diesel",150,60.1,2,29.4356528070738
"5250",2017,9691,"Manual",22654,"Petrol",145,65.7,1,26.3504459601221
"2434",2019,11298,"Manual",13778,"Petrol",150,58.9,1,27.3273658677676
"7093",2017,15997,"Manual",14203,"Diesel",145,67.3,2,29.6559424136919
"8378",2017,6999,"Manual",18000,"Petrol",145,57.7,1.2,24.3749545306984
"5824",2014,10571,"Manual",47433,"Diesel",205,47.9,2,26.9001862645492
"106",2016,9998,"Manual",20491,"Petrol",125,52.3,1,26.5466052083554
"1960",2017,10870,"Manual",22648,"Diesel",0,78.5,1.5,27.0786374456567
"709",2018,15998,"Manual",11460,"Diesel",145,54.3,1.5,29.6563756833786
"1770",2013,6798,"Manual",26259,"Diesel",20,70.6,1.6,24.2042620279757
"2956",2016,9000,"Manual",22740,"Petrol",0,65.7,1,25.8900425283706
"5597",2017,10050,"Manual",19684,"Petrol",20,62.8,1,26.5793521841264
"14297",2016,9643,"Manual",29842,"Petrol",0,65.7,1,26.3193281873664
"16038",2018,13495,"Manual",14219,"Petrol",145,62.8,1,28.4968973299212
"3635",2016,9400,"Manual",32718,"Diesel",0,74.3,1.5,26.1598655474817
"9495",2017,16958,"Manual",24399,"Petrol",145,41.5,2,30.0626656610257
"16211",2018,12895,"Manual",9281,"Diesel",145,68.9,1.5,28.193593687966
"14029",2016,7990,"Manual",52000,"Diesel",0,74.3,1.5,25.1633351881139
"6715",2014,8498,"Semi-Auto",29014,"Petrol",165,44.8,1.6,25.5374908382992
"16607",2017,9999,"Manual",64447,"Petrol",145,48.7,1.5,26.5472362414254
"6785",2013,7700,"Manual",27328,"Diesel",0,76.4,1.5,24.9411274122548
"16787",2016,8299,"Manual",40344,"Diesel",0,74.3,1.5,25.3931110748905
"3337",2018,17391,"Manual",11977,"Petrol",145,41.5,2,30.2399201239679
"1974",2018,13000,"Manual",15462,"Petrol",145,57.7,1,28.2474755104875
"17136",2016,11900,"Manual",30109,"Diesel",125,60.1,2,27.6647543588598
"14833",2012,4699,"Manual",67226,"Petrol",30,56.5,1,22.1250840983187
"11477",2018,19999,"Manual",9560,"Petrol",145,41.5,2,31.2386207868049
"2276",2015,6298,"Manual",30797,"Petrol",125,54.3,1.2,23.7614340068602
"15817",2018,9998,"Manual",2332,"Petrol",145,55.4,1.1,26.5466052083554
"581",2019,10698,"Manual",10786,"Petrol",145,55.4,1.1,26.9764703206423
"14409",2015,8350,"Automatic",18403,"Petrol",160,44.8,1.6,25.4303746593329
"14749",2014,5999,"Manual",61686,"Petrol",0,65.7,1,23.4830030730268
"11114",2019,17999,"Manual",11304,"Petrol",150,46.3,1.5,30.4829467700213
"3239",2019,14140,"Automatic",4471,"Petrol",145,48.7,1,28.8111456240742
"1294",2017,10698,"Manual",17020,"Petrol",150,55.4,1,26.9764703206423
"3136",2016,13488,"Manual",17989,"Diesel",125,60.1,2,28.4934215693134
"4434",2018,10491,"Manual",15946,"Petrol",145,65.7,1,26.8517561160686
"1919",2018,9780,"Manual",8829,"Petrol",145,55.4,1.1,26.4078186980244
"11786",2018,18250,"Manual",12789,"Petrol",150,39.2,1.5,30.581362811207
"15269",2017,10700,"Manual",18483,"Petrol",20,60.1,1,26.9776658367903
"8350",2018,12499,"Manual",26100,"Diesel",150,74.3,1.5,27.9871699492675
"16070",2017,10999,"Manual",37000,"Petrol",145,60.1,1,27.1544173746434
"14588",2017,15995,"Automatic",46210,"Diesel",145,54.3,2,29.655075809312
"5304",2016,9281,"Manual",43241,"Petrol",20,62.8,1,26.0805688516837
"17351",2017,15995,"Semi-Auto",27000,"Diesel",145,54.3,2,29.655075809312
"13935",2019,12000,"Manual",14063,"Petrol",145,60.1,1,27.7194694970619
"8389",2017,10445,"Manual",10000,"Petrol",145,65.7,1,26.823774849835
"14671",2017,9499,"Manual",17378,"Petrol",145,65.7,1,26.2252253891239
"9196",2017,16795,"Manual",20385,"Diesel",145,67.3,2,29.9950006544722
"10493",2014,9750,"Manual",48509,"Diesel",205,47.9,2,26.3885264115343
"9055",2018,12250,"Manual",11350,"Petrol",145,58.9,1,27.8546785245592
"9793",2015,7250,"Manual",32782,"Petrol",0,65.7,1,24.5826861256074
"15544",2017,12300,"Manual",32333,"Diesel",145,74.3,1.5,27.8814549892309
"11137",2017,13500,"Manual",37071,"Diesel",125,60.1,2,28.4993791331143
"7798",2019,14430,"Manual",7373,"Petrol",145,58.9,1,28.9487095437082
"16820",2003,3999,"Manual",56064,"Petrol",325,31,2,21.2639646487894
"16272",2016,7500,"Manual",101980,"Diesel",20,67.3,2,24.7839474541773
"2232",2017,9750,"Manual",25500,"Petrol",145,65.7,1,26.3885264115343
"3852",2017,10497,"Manual",19200,"Petrol",145,65.7,1,26.8553986064282
"4263",2016,8180,"Manual",25558,"Petrol",30,55.4,1,25.3054449700729
"6725",2016,8498,"Manual",18090,"Petrol",125,54.3,1.2,25.5374908382992
"16369",2009,2995,"Manual",61000,"Petrol",30,55.4,1.2,19.7884498925042
"897",2017,8998,"Manual",13684,"Petrol",125,54.3,1.2,25.8886695155405
"13800",2018,10995,"Manual",6890,"Petrol",145,65.7,1,27.152078318669
"12352",2019,30359,"Manual",2068,"Petrol",150,34.5,2.3,34.3937656288019
"11373",2018,14799,"Manual",23109,"Petrol",145,51.4,1,29.1205857700568
"5583",2018,13700,"Manual",10606,"Petrol",145,57.7,1,28.598053535409
"9412",2018,11500,"Manual",12930,"Petrol",145,56.5,1,27.4421458490631
"2218",2018,9590,"Manual",9864,"Petrol",145,65.7,1,26.2848246968479
"6244",2017,9000,"Manual",19016,"Petrol",145,64.2,1.1,25.8900425283706
"11856",2016,16299,"Manual",35029,"Diesel",125,56.5,2,29.7858160692353
"16651",2013,6995,"Automatic",28860,"Petrol",160,44.1,1.6,24.3715961455498
"3927",2016,23997,"Manual",28170,"Petrol",235,36.7,2.3,32.5838611206464
"7955",2018,10291,"Manual",2515,"Petrol",150,65.7,1,26.7293751791892
"15379",2017,10989,"Manual",17161,"Petrol",145,61.4,1,27.1485684579535
"11449",2020,20999,"Manual",1501,"Diesel",145,80.7,1.5,31.5939867967609
"7164",2014,9495,"Manual",62317,"Diesel",125,60.1,2,26.2225951765746
"7584",2016,10298,"Manual",9627,"Petrol",30,55.4,1,26.7336905075319
"11474",2014,5995,"Manual",55000,"Petrol",0,65.7,1,23.4792036927505
"7450",2014,6491,"Manual",48319,"Diesel",0,76.4,1.5,23.9355889378433
"450",2015,7895,"Manual",27541,"Petrol",0,65.7,1,25.0912640210933
"7332",2016,10999,"Manual",11621,"Petrol",20,61.4,1,27.1544173746434
"7757",2018,9900,"Manual",36800,"Petrol",145,56.5,1,26.4845175816449
"3623",2016,10190,"Manual",18560,"Diesel",0,74.3,1.5,26.6668482674465
"5252",2017,9498,"Manual",13636,"Petrol",0,65.7,1,26.2245679190669
"6720",2018,13298,"Manual",11132,"Petrol",145,57.7,1,28.3985236806156
"11823",2019,16099,"Semi-Auto",7374,"Petrol",145,48.7,1,29.700024738671
"6261",2014,6995,"Manual",69984,"Diesel",30,61.4,1.6,24.3715961455498
"2342",2019,15950,"Manual",6768,"Petrol",145,58.9,1,29.6355542545595
"7437",2016,19995,"Semi-Auto",32736,"Diesel",160,48.7,2,31.2371710535035
"14027",2016,6990,"Manual",50000,"Petrol",0,65.7,1,24.3673960029291
"4494",2018,12950,"Manual",15442,"Petrol",145,57.7,1,28.2218610921568
"11630",2017,19990,"Manual",17049,"Petrol",145,41.5,2,31.2353585605692
"5448",2016,11497,"Automatic",7564,"Diesel",20,64.2,1.5,27.4404530387163
"10089",2018,11495,"Manual",15146,"Petrol",150,65.7,1,27.4393243021558
"12481",2018,16500,"Semi-Auto",11012,"Diesel",150,58.9,1.5,29.871192006839
"2997",2018,17365,"Automatic",8500,"Petrol",145,37.2,1.5,30.2293768966078
"409",2017,14298,"Manual",6345,"Diesel",145,54.3,2,28.8863711202689
"6774",2017,14999,"Manual",23735,"Diesel",145,64.2,1.5,29.2123152634806
"3013",2019,17520,"Manual",151,"Petrol",145,60.1,1,30.2920450316438
"5655",2019,15310,"Manual",11237,"Petrol",145,60.1,1,29.3530295114772
"5412",2013,6995,"Semi-Auto",21000,"Petrol",145,47.9,1.6,24.3715961455498
"5553",2017,9171,"Manual",45000,"Petrol",20,62.8,1,26.0065426222037
"7198",2018,15750,"Manual",7399,"Petrol",145,54.3,1,29.5482549605796
"14979",2019,14998,"Manual",6564,"Petrol",145,58.9,1,29.2118590566976
"4604",2016,7999,"Manual",22484,"Petrol",125,54.3,1.2,25.1701273729673
"3992",2019,21000,"Manual",10889,"Diesel",150,45.6,1.5,31.5943353208788
"4372",2019,26030,"Manual",3919,"Petrol",145,34.5,2.3,33.2001297434373
"6130",2018,17998,"Manual",27672,"Diesel",145,56.5,2,30.4825524843904
"7402",2019,9999,"Manual",2500,"Petrol",145,47.9,1.2,26.5472362414254
"8095",2018,9900,"Manual",8255,"Petrol",145,64.2,1.1,26.4845175816449
"15366",2015,5000,"Manual",35130,"Petrol",30,57.7,1.2,22.4640135826529
"4943",2017,13990,"Manual",10000,"Petrol",145,60.1,1,28.7391041760303
"5124",2016,15991,"Manual",33515,"Diesel",30,62.8,2,29.6533423404569
"6036",2013,7590,"Automatic",22724,"Petrol",145,47.9,1.6,24.8550882668285
"15429",2018,13800,"Manual",22889,"Diesel",145,58.9,1,28.6469592061615
"1349",2020,20991,"Manual",891,"Petrol",150,50.4,1,31.5911981257146
"2619",2013,6800,"Manual",15974,"Petrol",0,65.7,1,24.2059802289659
