"","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","T_price"
"4938",2013,5591,"Manual",40131,"Diesel",0,76.4,1.5,23.0845780163568
"2508",2016,10799,"Manual",59193,"Diesel",30,65.7,2,27.0366216716346
"11576",2020,19990,"Manual",2629,"Petrol",145,55.4,1,31.2353585605692
"11554",2017,10299,"Manual",21152,"Petrol",145,65.7,1,26.734306791431
"15883",2017,10800,"Manual",9392,"Petrol",165,44.1,1.6,27.0372149753681
"12188",2017,13970,"Automatic",19316,"Petrol",240,38.2,1.5,28.7294520204877
"17790",2017,10500,"Manual",19136,"Petrol",0,65.7,1,26.8572192270383
"10781",2017,20490,"Automatic",17000,"Diesel",145,54.3,2,31.4148391556939
"11318",2019,14899,"Manual",9063,"Petrol",145,58.9,1,29.1665736528681
"15895",2018,16475,"Manual",8346,"Diesel",145,56.5,2,29.8606185688706
"6307",2018,9990,"Manual",29187,"Petrol",145,65.7,1,26.5415551252201
"1458",2018,8491,"Manual",3482,"Petrol",145,57.7,1.2,25.532458291744
"1263",2018,13498,"Manual",12495,"Petrol",145,54.3,1,28.4983865000933
"13697",2015,9480,"Manual",37177,"Diesel",0,78.5,1.5,26.2127239778964
"8510",2018,11250,"Manual",22175,"Petrol",145,56.5,1,27.2998502488908
"6264",2019,13995,"Manual",8318,"Petrol",145,58.9,1,28.7415154899612
"16755",2017,16599,"Automatic",41757,"Diesel",145,52.3,2,29.9129373682471
"13931",2017,12000,"Manual",31727,"Diesel",0,74.3,1.5,27.7194694970619
"11204",2018,11000,"Manual",13924,"Petrol",145,65.7,1,27.1550020323046
"8443",2018,11000,"Manual",29954,"Petrol",150,62.8,1,27.1550020323046
"2752",2017,10500,"Manual",29533,"Petrol",20,62.8,1,26.8572192270383
"17899",2017,19499,"Automatic",31000,"Diesel",145,48.7,2,31.0555788425229
"796",2019,13998,"Manual",17218,"Petrol",145,58.9,1,28.742961947526
"7972",2016,9455,"Manual",18194,"Petrol",20,60.1,1,26.1962441777989
"9285",2018,10160,"Manual",9440,"Petrol",145,65.7,1,26.6481804327342
"5101",2019,14998,"Semi-Auto",16506,"Petrol",150,48.7,1,29.2118590566976
"14255",2017,10399,"Manual",19059,"Diesel",145,88.3,1.5,26.7956948252142
"1187",2017,7960,"Manual",34620,"Petrol",145,65.7,1,25.1406502776184
"3501",2013,6721,"Manual",39859,"Petrol",0,65.7,1,24.1378017048214
"6553",2018,10499,"Manual",15737,"Petrol",145,55.4,1.1,26.8566123997449
"3452",2014,6090,"Manual",58693,"Petrol",30,54.3,1.2,23.5688963145699
"15602",2015,14000,"Manual",51279,"Diesel",145,54.3,2,28.7439261147976
"7532",2017,9750,"Manual",12797,"Petrol",125,53.3,1,26.3885264115343
"9886",2015,10700,"Manual",29980,"Diesel",0,78.5,1.5,26.9776658367903
"8153",2019,10600,"Manual",10400,"Petrol",145,64.2,1.1,26.9176697933094
"17324",2013,6490,"Manual",56650,"Petrol",30,57.7,1,23.9346973226153
"10335",2015,8560,"Manual",14293,"Petrol",0,65.7,1,25.5819206604649
"15568",2016,10600,"Manual",29984,"Petrol",20,60.1,1,26.9176697933094
"11943",2013,7500,"Manual",25373,"Petrol",0,65.7,1,24.7839474541773
"5741",2015,8499,"Manual",20521,"Petrol",125,53.3,1,25.5382095027742
"2596",2019,21390,"Manual",6901,"Diesel",145,37.7,2,31.7292585396283
"15658",2017,11495,"Automatic",19050,"Petrol",160,44.8,1.5,27.4393243021558
"10444",2019,22990,"Semi-Auto",4960,"Diesel",145,53.3,2,32.2629984631017
"8751",2018,12700,"Manual",14380,"Petrol",145,65.7,1,28.0925892280121
"11408",2019,11495,"Manual",3296,"Petrol",150,55.4,1.1,27.4393243021558
"17058",2013,6995,"Manual",45000,"Petrol",145,47.1,1.4,24.3715961455498
"13777",2017,11295,"Manual",43500,"Diesel",150,74.3,1.5,27.3256488842298
"12826",2017,9500,"Manual",15738,"Petrol",0,65.7,1,26.2258828038115
"14635",2019,14652,"Manual",20059,"Petrol",145,40.3,1.5,29.0525301662542
"8068",2016,10500,"Manual",23499,"Petrol",20,60.1,1,26.8572192270383
"4327",2015,7999,"Manual",82094,"Diesel",20,68.9,2,25.1701273729673
"9877",2016,9350,"Semi-Auto",13144,"Petrol",160,44.1,1.6,26.1266459990638
"3937",2017,8697,"Manual",20518,"Petrol",125,54.3,1.2,25.6791906554935
"11622",2019,15499,"Manual",6739,"Petrol",145,60.1,1,29.4374305210493
"2978",2017,9000,"Manual",44148,"Diesel",0,74.3,1.5,25.8900425283706
"10020",2017,11995,"Manual",38307,"Petrol",150,53.3,1,27.7167424200531
"14304",2017,11695,"Manual",21502,"Diesel",145,74.3,1.5,27.5514283117691
"4991",2014,7500,"Manual",18772,"Petrol",0,65.7,1,24.7839474541773
"14723",2019,14499,"Manual",10050,"Petrol",145,60.1,1,28.9811141644602
"5587",2016,10790,"Automatic",32294,"Diesel",0,74.3,1.5,27.0312799592186
"6837",2018,14298,"Manual",3037,"Petrol",145,57.7,1,28.8863711202689
"3194",2017,12491,"Automatic",27000,"Petrol",145,46.3,1.5,27.9829461721865
"17506",2015,6800,"Manual",35416,"Petrol",125,54.3,1.2,24.2059802289659
"17111",2017,8900,"Manual",46134,"Petrol",145,60.1,1,25.8210908527125
"2463",2019,15798,"Manual",11614,"Petrol",145,60.1,1,29.5692873207111
"2326",2014,6998,"Manual",33353,"Petrol",0,65.7,1,24.3741150783915
"11496",2019,18999,"Manual",9121,"Petrol",145,58.9,1,30.868742632433
"15480",2016,8600,"Manual",17050,"Petrol",125,54.3,1.2,25.6104486211548
"9053",2020,16299,"Manual",1500,"Petrol",145,53.3,1,29.7858160692353
"4507",2019,13030,"Manual",3254,"Petrol",145,48.7,1.1,28.2628063541606
"7969",2018,11491,"Manual",18947,"Petrol",145,54.3,1,27.437066357623
"594",2014,5998,"Manual",52565,"Petrol",30,55.4,1,23.4820534180028
"2710",2017,19000,"Manual",11717,"Petrol",145,41.5,2,30.8691202100685
"17200",2019,24995,"Automatic",2348,"Diesel",145,38.7,2,32.8913983249216
"5898",2019,30000,"Semi-Auto",12766,"Diesel",145,37.2,2,34.3001542798311
"1258",2015,7998,"Manual",29331,"Diesel",0,83.1,1.5,25.1693729877646
"9010",2018,10600,"Manual",32868,"Petrol",145,65.7,1,26.9176697933094
"13177",2018,11499,"Manual",16891,"Petrol",145,65.7,1,27.4415816182052
"4599",2017,7672,"Manual",13450,"Petrol",125,54.3,1.2,24.9193203043236
"4485",2018,10638,"Manual",13222,"Petrol",145,65.7,1,26.9405214154195
"17046",2014,6698,"Manual",38192,"Petrol",0,65.7,1,24.1178317990135
"1788",2018,15250,"Manual",21500,"Diesel",145,74.3,1.5,29.3260612488552
"3917",2018,16997,"Manual",7654,"Petrol",145,45.6,1.5,30.0787782657553
"9525",2018,13700,"Manual",16079,"Petrol",145,61.4,1,28.598053535409
"9411",2016,8568,"Manual",24490,"Petrol",20,62.8,1,25.5876347716001
"2148",2018,14200,"Manual",9947,"Petrol",145,55.4,1,28.8397910864929
"11653",2015,8595,"Semi-Auto",31000,"Petrol",160,44.8,1.6,25.6068884386182
"12282",2015,7900,"Manual",23897,"Petrol",0,65.7,1,25.0950744889908
"17957",2018,14750,"Manual",4850,"Petrol",145,47.1,1,29.0979608979586
"946",2018,12500,"Manual",9963,"Petrol",145,54.3,1,27.9876977693224
"2025",2019,13995,"Manual",11468,"Petrol",150,53.3,1,28.7415154899612
"2656",2017,10298,"Manual",40375,"Diesel",150,68.9,1.5,26.7336905075319
"1121",2016,7998,"Manual",20777,"Petrol",125,54.3,1.2,25.1693729877646
"16874",2017,11295,"Manual",111770,"Diesel",125,56.5,2,27.3256488842298
"17923",2017,18200,"Automatic",14171,"Petrol",145,38.2,1.5,30.5618447726825
"17437",2005,795,"Manual",71214,"Petrol",200,42.1,1.6,14.0126839996742
"17812",2017,11000,"Manual",9066,"Petrol",0,65.7,1,27.1550020323046
"5976",2019,15295,"Manual",12556,"Petrol",145,58.9,1,29.3462953833764
"2553",2017,10050,"Manual",36789,"Diesel",0,74.3,1.5,26.5793521841264
"16630",2015,11499,"Manual",42043,"Petrol",200,41.5,2,27.4415816182052
"11615",2019,18599,"Manual",8116,"Diesel",145,54.3,1.5,30.7164201562861
"9955",2018,15475,"Automatic",15751,"Diesel",145,67.3,1.5,29.4267587262572
"5290",2017,19061,"Manual",33843,"Diesel",145,56.5,2,30.8921224401714
"16578",2014,3595,"Manual",53332,"Petrol",30,57.7,1.2,20.7104562328143
"13569",2018,13795,"Manual",10231,"Petrol",145,60.1,1,28.6445206672747
"6970",2017,17495,"Manual",15437,"Petrol",200,41.5,2,30.2819673472384
"804",2019,18998,"Automatic",2411,"Petrol",150,42.8,1,30.8683650388983
"17277",2012,6490,"Manual",48000,"Petrol",30,56.5,1,23.9346973226153
"2476",2019,11798,"Manual",5029,"Petrol",150,48.7,1.1,27.6085646550076
"9740",2016,13500,"Manual",32643,"Diesel",20,67.3,2,28.4993791331143
"4905",2016,7200,"Manual",16460,"Petrol",125,54.3,1.2,24.5417693906278
"854",2016,7995,"Manual",31146,"Diesel",30,64.2,1.5,25.1671093793217
"15965",2018,14105,"Manual",13953,"Petrol",145,54.3,1,28.7943908360497
"6577",2015,8982,"Manual",47861,"Diesel",0,74.3,1.5,25.8776766146672
"4193",2017,10998,"Manual",8421,"Petrol",125,53.3,1,27.1538326744561
"9835",2019,16500,"Manual",4811,"Petrol",145,51.4,1,29.871192006839
"5727",2015,8591,"Manual",34792,"Petrol",30,55.4,1,25.6040390994538
"14000",2017,10250,"Automatic",39000,"Petrol",0,57.7,1,26.7040524213163
"16978",2012,5795,"Manual",79094,"Petrol",145,47.9,1.6,23.2865963031844
"3862",2018,18250,"Manual",20132,"Petrol",145,41.5,2,30.581362811207
"6655",2017,11600,"Semi-Auto",15716,"Petrol",145,51.4,1,27.4983717426016
"8995",2016,7300,"Manual",62206,"Petrol",0,65.7,1,24.6233777322002
"12959",2017,8450,"Manual",8676,"Petrol",145,65.7,1,25.5029151124755
"14471",2015,8794,"Manual",97000,"Diesel",30,65.7,2,25.7473220416049
"10783",2018,13995,"Manual",11000,"Diesel",145,68.9,1.5,28.7415154899612
"9563",2016,15225,"Automatic",24653,"Petrol",235,38.2,1.5,29.314799415312
"13369",2016,7290,"Manual",17898,"Petrol",30,57.7,1.2,24.6152572875223
"3360",2017,8955,"Manual",38000,"Petrol",0,65.7,1,25.8590905197658
"4114",2019,17498,"Manual",7669,"Petrol",145,34.4,1.5,30.2831772774208
"974",2016,10498,"Manual",17685,"Diesel",0,74.3,1.5,26.8560055262108
"16946",2008,1550,"Manual",77000,"Petrol",200,43.5,1.3,16.7288300915193
"2283",2017,6950,"Manual",28215,"Petrol",145,57.7,1.2,24.333708049576
"3494",2017,6990,"Manual",10790,"Petrol",145,57.7,1.2,24.3673960029291
"13143",2019,17500,"Automatic",13895,"Petrol",150,42.8,1,30.2839838053499
"17450",2018,10640,"Manual",30000,"Petrol",145,57.7,1,26.9417223223453
"14072",2018,11900,"Automatic",15074,"Petrol",145,48.7,1,27.6647543588598
"6391",2017,20000,"Manual",25183,"Diesel",125,56.5,2,31.2389831838848
"17021",2019,18495,"Automatic",8,"Petrol",145,45.6,1,30.6763874250352
"3881",2017,11390,"Semi-Auto",18331,"Petrol",145,54.3,1,27.3798437821879
"5125",2018,18491,"Manual",12117,"Petrol",150,41.5,2,30.6748441117425
"11673",2019,32397,"Semi-Auto",1461,"Diesel",145,37.2,2,34.9090108171123
"8860",2018,16495,"Manual",6225,"Petrol",145,40.3,1.5,29.8690783450458
"11575",2020,17990,"Semi-Auto",2425,"Petrol",145,40.9,1,30.479397568255
"14340",2018,12995,"Manual",18670,"Petrol",145,57.7,1,28.2449176188192
"2574",2020,23155,"Manual",1250,"Petrol",145,50.4,1,32.3163331258355
"12045",2017,10290,"Manual",11436,"Petrol",145,52.3,1,26.7287585120327
"14930",2015,7999,"Manual",15107,"Petrol",0,65.7,1,25.1701273729673
"6137",2016,27999,"Semi-Auto",26104,"Petrol",570,20.8,5,33.7613155467368
"11838",2018,18400,"Manual",17128,"Diesel",145,67.3,2,30.6396613699631
"12136",2017,10250,"Manual",28825,"Petrol",150,60.1,1,26.7040524213163
"5701",2019,16798,"Manual",15305,"Diesel",145,62.8,2,29.996250758689
"7479",2017,16998,"Semi-Auto",35940,"Diesel",145,52.3,2,30.0791910203916
"533",2017,9998,"Manual",37560,"Petrol",145,53.3,1,26.5466052083554
"2178",2018,12995,"Manual",8578,"Petrol",145,58.9,1,28.2449176188192
"1980",2015,4810,"Manual",15155,"Petrol",30,57.7,1.2,22.2520401188608
"4220",2015,10329,"Manual",37114,"Petrol",145,48.7,1.5,26.7527730866165
"15114",2016,14800,"Manual",32469,"Diesel",125,56.5,2,29.1210468777474
"2520",2014,6998,"Manual",20325,"Petrol",30,54.3,1.2,24.3741150783915
"10671",2019,40000,"Manual",813,"Petrol",145,22.8,5,36.6276603700937
"9452",2018,15500,"Manual",4287,"Petrol",145,53.3,1,29.4378748921932
"13680",2013,6998,"Manual",52431,"Petrol",0,65.7,1,24.3741150783915
"11747",2018,11090,"Manual",18602,"Petrol",145,60.1,1,27.2074479469067
"2287",2019,16500,"Manual",6069,"Diesel",145,61.4,1.5,29.871192006839
"13386",2017,10000,"Manual",21954,"Petrol",150,53.3,1,26.5478672240097
"3595",2019,17390,"Manual",2072,"Petrol",145,60.1,1,30.2395148484727
"10468",2018,13647,"Manual",10652,"Petrol",145,47.1,1,28.5720176407861
"4089",2018,11980,"Manual",13864,"Petrol",145,60.1,1,27.7085557289568
"11585",2018,13490,"Manual",17299,"Diesel",145,74.3,1.5,28.4944147909974
"10645",2016,11995,"Manual",19000,"Petrol",30,54.3,1,27.7167424200531
"502",2019,13698,"Manual",12232,"Petrol",145,58.9,1,28.5970725130546
"5819",2017,7291,"Manual",16838,"Petrol",145,57.7,1.2,24.6160697328568
"7055",2016,8399,"Manual",27928,"Diesel",0,78.5,1.5,25.4660058112291
"6636",2018,13990,"Manual",8980,"Petrol",145,58.9,1,28.7391041760303
"13970",2016,15500,"Automatic",18339,"Petrol",235,38.2,1.5,29.4378748921932
"571",2016,8498,"Manual",45256,"Petrol",20,60.1,1,25.5374908382992
"11116",2019,18999,"Manual",8509,"Diesel",145,38.2,2,30.868742632433
"16310",2016,8295,"Manual",75580,"Diesel",0,78.5,1.5,25.3901807003983
"9938",2019,15595,"Manual",5257,"Petrol",145,58.9,1,29.479985947575
"17060",2018,20000,"Automatic",10999,"Diesel",145,57.7,2,31.2389831838848
"7832",2019,15420,"Manual",8980,"Petrol",145,60.1,1,29.4022524989937
"5380",2017,7460,"Manual",40126,"Petrol",145,65.7,1,24.752109917506
"11949",2019,17000,"Automatic",4500,"Petrol",150,50.4,1,30.0800164713895
"9006",2019,20400,"Manual",1996,"Diesel",145,47.9,2,31.3827931930219
"9288",2016,8620,"Manual",42610,"Diesel",0,74.3,1.5,25.6246728134585
"11338",2015,10199,"Semi-Auto",66576,"Diesel",145,52.3,2,26.6724400437017
"15035",2017,11000,"Manual",27878,"Diesel",0,74.3,1.5,27.1550020323046
"14685",2017,16051,"Manual",11035,"Petrol",145,41.5,2,29.6793080335481
"5220",2018,10600,"Manual",27056,"Petrol",145,65.7,1,26.9176697933094
"5762",2018,9391,"Manual",24122,"Petrol",150,64.2,1.1,26.1538964782528
"9455",2019,17990,"Manual",10318,"Petrol",145,60.1,1,30.479397568255
"3769",2016,8750,"Manual",25434,"Petrol",125,52.3,1,25.7164919770787
"17145",2013,6500,"Manual",57029,"Petrol",30,56.5,1,23.943608533829
"15246",2018,11489,"Manual",18377,"Petrol",150,65.7,1,27.4359371495523
"15342",2017,10000,"Manual",22060,"Petrol",150,65.7,1,26.5478672240097
"9934",2017,13995,"Manual",28978,"Diesel",145,60.1,2,28.7415154899612
"11902",2017,10500,"Manual",7362,"Petrol",145,65.7,1,26.8572192270383
"14219",2013,6950,"Manual",54000,"Petrol",0,65.7,1,24.333708049576
"17069",2017,7780,"Manual",29328,"Petrol",150,65.7,1,25.0030857848832
"16998",2017,10837,"Automatic",10113,"Petrol",160,44.8,1.5,27.0591363805477
"12376",2020,21990,"Automatic",1955,"Diesel",150,64.2,2,31.933039474391
"3659",2018,10850,"Manual",12394,"Petrol",145,65.7,1,27.0668242819123
"14927",2017,11799,"Manual",28333,"Petrol",145,60.1,1,27.6091174174953
"5261",2014,9681,"Manual",36488,"Petrol",145,47.9,1.6,26.3439732753625
"3564",2017,14490,"Manual",16629,"Diesel",30,64.2,1.5,28.9768944804651
"16413",2015,8999,"Manual",22191,"Petrol",0,65.7,1,25.8893560524704
"8914",2013,7402,"Manual",24937,"Diesel",30,62.8,1.6,24.7057020329655
"17871",2018,10000,"Manual",11131,"Petrol",145,55.4,1.1,26.5478672240097
"12573",2017,12519,"Manual",16263,"Petrol",160,45.6,1.5,27.9977199378168
"13599",2019,17980,"Manual",14426,"Petrol",145,60.1,1,30.4754523443647
"7706",2019,18500,"Manual",3240,"Petrol",145,40.3,1.5,30.6783161911937
"15858",2014,6499,"Manual",52000,"Petrol",0,65.7,1,23.9427179064492
"15312",2014,8000,"Automatic",26358,"Petrol",145,47.9,1.6,25.1708816827258
"13615",2019,15480,"Manual",15999,"Diesel",145,80.7,1.5,29.4289831081796
"10466",2017,14440,"Semi-Auto",57481,"Diesel",145,54.3,2,28.953413535789
"16167",2015,8250,"Manual",62706,"Diesel",0,74.3,1.5,25.357135844361
"2901",2019,17350,"Manual",2931,"Petrol",145,60.1,1,30.2232885195698
"6066",2015,7260,"Manual",60661,"Petrol",20,60.1,1,24.5908423678524
"2306",2018,7699,"Manual",16241,"Petrol",145,57.7,1.2,24.940349680231
"617",2018,13498,"Manual",10150,"Petrol",145,58.9,1,28.4983865000933
"16700",2019,25795,"Manual",1175,"Petrol",145,34.5,2.3,33.1309048089586
"13625",2017,18980,"Automatic",15000,"Petrol",240,38.2,1.5,30.8615656347963
"15832",2012,3499,"Manual",65000,"Petrol",30,57.7,1.2,20.5716524278189
"5693",2013,6271,"Manual",34456,"Petrol",30,54.3,1.2,23.7367311227656
"960",2017,7750,"Manual",22499,"Petrol",145,57.7,1.2,24.9799113861202
"6645",2018,10890,"Manual",10230,"Petrol",145,55.4,1.1,27.0904332338968
"900",2016,8998,"Manual",36488,"Petrol",20,62.8,1,25.8886695155405
"11696",2017,9938,"Manual",13195,"Petrol",0,65.7,1,26.5086504901774
"13170",2017,17000,"Manual",30850,"Diesel",150,54.3,2,30.0800164713895
"5348",2018,14540,"Manual",13067,"Diesel",145,68.9,1.5,29.0003106946246
"695",2019,19798,"Automatic",4797,"Diesel",145,64.2,2,31.1654828938117
"6811",2015,9999,"Manual",29391,"Diesel",0,74.3,1.5,26.5472362414254
"11628",2016,16690,"Semi-Auto",34569,"Diesel",145,52.3,2,29.9511340440348
"5347",2016,10730,"Manual",37021,"Petrol",30,54.3,1,26.9955771619749
"3732",2017,14700,"Manual",13986,"Diesel",125,60.1,2,29.0748122269883
"9372",2015,7150,"Manual",44670,"Petrol",20,60.1,1,24.5006247052796
"15096",2019,14199,"Automatic",6335,"Petrol",145,48.7,1,28.8393144562906
"11519",2018,13500,"Manual",14769,"Diesel",145,74.3,1.5,28.4993791331143
"16282",2008,2495,"Manual",91000,"Petrol",240,39.8,1.8,18.8992413097392
"2989",2014,6650,"Manual",57016,"Petrol",0,65.7,1,24.0759781215305
"2743",2020,16975,"Automatic",293,"Diesel",145,54.3,1.5,30.0696927449184
"1650",2017,7300,"Manual",12605,"Petrol",145,57.7,1.2,24.6233777322002
"236",2016,10998,"Semi-Auto",15006,"Petrol",125,51.4,1,27.1538326744561
"11008",2014,7199,"Manual",38058,"Diesel",20,70.6,1.6,24.5409487403295
"4657",2018,14497,"Manual",7066,"Petrol",145,57.7,1,28.9801766380303
"8120",2018,11291,"Manual",12039,"Petrol",145,65.7,1,27.3233590052414
"2702",2015,6999,"Manual",63259,"Petrol",20,61.4,1,24.3749545306984
"5051",2017,15750,"Manual",19694,"Petrol",145,41.5,2,29.5482549605796
"14989",2020,21999,"Manual",2500,"Petrol",150,50.4,1,31.9360621478934
"8320",2018,10892,"Manual",14548,"Petrol",145,65.7,1,27.0916118592804
"1525",2018,8190,"Manual",44653,"Petrol",145,64.2,1.1,25.3128509936773
"16928",2014,7500,"Manual",13220,"Petrol",0,65.7,1,24.7839474541773
"9091",2016,10495,"Manual",34610,"Petrol",145,47.9,1.6,26.8541846280856
"1017",2017,10000,"Manual",19496,"Petrol",145,65.7,1,26.5478672240097
"11543",2017,10600,"Manual",31125,"Diesel",145,64.2,1.5,26.9176697933094
"9715",2017,9500,"Manual",24321,"Petrol",0,65.7,1,26.2258828038115
"10700",2018,13250,"Manual",16581,"Petrol",150,54.3,1,28.374377962432
"13543",2012,5000,"Manual",57000,"Diesel",20,67.3,1.6,22.4640135826529
"7695",2019,26000,"Semi-Auto",6145,"Diesel",145,51.4,2,33.1913204267012
"17847",2017,8999,"Manual",26245,"Petrol",0,65.7,1,25.8893560524704
"2213",2019,33500,"Automatic",10,"Diesel",145,37.2,2,35.1771351319261
"1366",2015,9991,"Manual",28351,"Diesel",0,74.3,1.5,26.5421865625029
"7156",2017,6795,"Manual",22317,"Petrol",145,57.7,1.2,24.2016839680813
"17321",2011,5395,"Manual",44000,"Petrol",125,50.4,1.2,22.8848488115936
"17726",2017,11000,"Automatic",11809,"Petrol",160,44.8,1.5,27.1550020323046
"16631",2017,15499,"Manual",25942,"Diesel",145,54.3,2,29.4374305210493
"15090",2016,8500,"Manual",23676,"Petrol",20,62.8,1,25.5389280996054
"15590",2017,8500,"Manual",39643,"Diesel",20,68.9,1.5,25.5389280996054
"8431",2015,8700,"Manual",20865,"Petrol",125,53.3,1,25.6813068996093
"17753",2017,9429,"Manual",19491,"Petrol",0,65.7,1,26.1790681652519
"9373",2018,11500,"Manual",13870,"Petrol",145,56.5,1,27.4421458490631
"9795",2018,15789,"Manual",8459,"Petrol",145,51.4,1.5,29.5653476510311
"16728",2014,6850,"Manual",32965,"Petrol",30,54.3,1.2,24.2488044309037
"3261",2019,17330,"Manual",3523,"Petrol",145,60.1,1,30.2151641297029
"11906",2018,13791,"Semi-Auto",11517,"Petrol",145,54.3,1,28.6425693270167
"11442",2018,12899,"Manual",10591,"Petrol",145,58.9,1,28.1956527481178
"241",2019,18698,"Manual",15365,"Petrol",145,60.1,1,30.7543622074262
"1773",2017,12998,"Manual",7095,"Petrol",125,51.4,1.5,28.2464524482814
"11753",2017,10250,"Semi-Auto",29719,"Petrol",160,44.8,1.6,26.7040524213163
"3439",2016,8995,"Manual",32204,"Petrol",20,62.8,1,25.8866095384516
"195",2017,7698,"Manual",10641,"Petrol",30,57.7,1.2,24.9395718673891
"12874",2017,9420,"Manual",26391,"Diesel",0,88.3,1.5,26.173113794425
"4726",2017,11697,"Manual",20744,"Petrol",145,60.1,1,27.5525415807507
"16694",2014,6500,"Manual",36200,"Diesel",20,67.3,1.6,23.943608533829
"7963",2019,16477,"Manual",292,"Petrol",145,49.6,1,29.8614649160855
"17886",2018,13499,"Manual",12100,"Petrol",150,54.3,1,28.4988828313106
"4660",2016,16597,"Manual",19065,"Petrol",200,41.5,2,29.9120960014144
"8689",2019,28000,"Manual",7400,"Diesel",145,54.3,2,33.7615924192094
"13669",2017,9000,"Manual",35201,"Petrol",30,57.7,1,25.8900425283706
"16456",2017,7667,"Manual",11050,"Petrol",145,65.7,1,24.9154194801617
"16993",2017,20450,"Automatic",14293,"Diesel",150,54.3,2,31.4006104362342
"7303",2018,10498,"Manual",7459,"Petrol",150,55.4,1.1,26.8560055262108
"968",2019,10000,"Manual",3914,"Petrol",145,47.9,1.2,26.5478672240097
"3301",2017,11291,"Manual",17904,"Diesel",0,74.3,1.5,27.3233590052414
"15241",2019,11999,"Manual",4800,"Petrol",145,58.9,1,27.7189241543919
"16195",2016,9491,"Manual",45526,"Diesel",0,74.3,1.5,26.219964077443
"16912",2016,7769,"Manual",20525,"Petrol",0,65.7,1,24.994596819492
"10942",2019,14960,"Manual",3599,"Petrol",145,60.1,1,29.1945051400287
"17451",2007,1450,"Manual",100100,"Petrol",200,42.8,1.6,16.4409293008006
"10647",2016,16479,"Manual",24547,"Petrol",200,41.5,2,29.8623111811198
"15240",2019,24999,"Manual",6746,"Petrol",145,34.5,2.3,32.8926110145962
"5626",2018,8991,"Manual",15001,"Petrol",145,64.2,1.1,25.8838620471778
"12086",2017,9490,"Manual",12000,"Petrol",145,64.2,1.1,26.2193061640528
"11625",2018,18890,"Manual",15450,"Petrol",145,41.5,2,30.8274910281904
"11169",2018,9995,"Manual",27800,"Petrol",145,65.7,1,26.5447118061406
"9804",2015,13695,"Manual",30466,"Diesel",145,54.3,2,28.5956007646473
"2737",2013,6900,"Semi-Auto",28154,"Petrol",160,44.1,1.6,24.2913792901256
"2704",2017,7999,"Manual",14796,"Petrol",145,57.7,1.2,25.1701273729673
"6886",2018,11200,"Manual",18060,"Petrol",145,56.5,1,27.271088092617
"3662",2017,9850,"Manual",31623,"Petrol",0,65.7,1,26.452650595691
"6135",2017,10999,"Manual",51024,"Petrol",30,54.3,1,27.1544173746434
"13705",2017,11800,"Manual",40000,"Petrol",145,48.7,1.5,27.6096701425057
"16153",2018,9495,"Manual",8563,"Petrol",145,64.2,1.1,26.2225951765746
"14817",2017,8999,"Manual",33460,"Petrol",20,60.1,1,25.8893560524704
"12445",2018,10990,"Manual",22947,"Petrol",145,60.1,1,27.1491535411878
"13187",2020,14500,"Manual",10,"Petrol",145,56.5,1,28.9815828888789
"10793",2017,9499,"Manual",14607,"Petrol",145,65.7,1,26.2252253891239
"13000",2017,13950,"Manual",16919,"Diesel",125,60.1,2,28.7197888038831
"15435",2016,8400,"Manual",22422,"Petrol",125,54.3,1.2,25.4667312441373
"6354",2017,10999,"Semi-Auto",33362,"Petrol",145,51.4,1,27.1544173746434
"13128",2018,13000,"Manual",10422,"Petrol",145,49.6,1,28.2474755104875
"10380",2013,6340,"Manual",21797,"Petrol",30,54.3,1.2,23.7996928432574
"16421",2009,1995,"Manual",79606,"Petrol",240,39.8,1.8,17.8538085202628
"5793",2017,16000,"Manual",26685,"Diesel",150,60.1,2,29.6572421577573
"17475",2018,13000,"Manual",11913,"Petrol",145,58.9,1,28.2474755104875
"14082",2016,9490,"Manual",26000,"Petrol",145,47.9,1.6,26.2193061640528
"12752",2018,10500,"Manual",2936,"Petrol",150,43.5,1.2,26.8572192270383
"11276",2016,8499,"Manual",36158,"Diesel",0,88.3,1.5,25.5382095027742
"3506",2019,11940,"Manual",9985,"Petrol",145,58.9,1,27.6866843916193
"6318",2019,17500,"Manual",13402,"Petrol",145,48.7,1,30.2839838053499
"4161",2015,10298,"Manual",12511,"Petrol",125,51.4,1.5,26.7336905075319
"7439",2017,8995,"Manual",60680,"Diesel",0,74.3,1.5,25.8866095384516
"1335",2018,8770,"Manual",7340,"Petrol",145,64.2,1.1,25.7305209813212
"16094",2017,12495,"Manual",32163,"Petrol",150,47.9,1.6,27.9850583311569
"13897",2018,13000,"Manual",18332,"Petrol",150,57.7,1,28.2474755104875
"4675",2018,16850,"Manual",15065,"Petrol",145,45.6,1.5,30.0178909046052
"17025",2019,20993,"Manual",1813,"Petrol",145,49.6,1,31.591895373176
"6622",2016,10482,"Manual",10500,"Petrol",20,60.1,1,26.8462892544645
"941",2017,7700,"Manual",7062,"Petrol",145,57.7,1.2,24.9411274122548
"16696",2007,2495,"Manual",96000,"Petrol",235,39.8,1.8,18.8992413097392
"8945",2018,9700,"Manual",10815,"Petrol",145,64.2,1.1,26.3562668095248
"7567",2018,18060,"Manual",18660,"Diesel",145,67.3,2,30.5069651210069
